id,catégorie,sous_catégorie,marque,modèle,processeur,carte_graphique,mémoire_ram_go,stockage_go,type_stockage,écran_pouces,prix_cad,note_clients_sur_5,poids_kg,stock_disponible,couleur,système,réseau,ports_usb,année_modèle,description,pays,devise,date_génération
70,Ordinateur de bureau,Haut de gamme,Alienware,Aurora R16 953-D88,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,64,1000,SSD NVMe,0,2357.26,4.4,11.1,19,gris,Windows 11 Famille,Wi‑Fi 6,7,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
71,Ordinateur de bureau,Haut de gamme,Razer,Blade 18 162-D45-Pro,Intel Core i5-13400F,AMD Radeon RX 7900 XT,32,256,SSD NVMe,0,2649.98,5,10.84,6,noir,Windows 11 Famille,Wi‑Fi 6E,9,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
72,Portable de gaming,Extrême,Lenovo,Legion Pro 312-E37-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,16,4000,SSD NVMe,15.6,3169.39,4.3,3.35,33,argent,Windows 11 Pro,Wi‑Fi 6,2,2025,PC de jeu puissant avec processeur Intel Core i7-13700F et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
73,Ordinateur de bureau,Haut de gamme,Acer,Predator Helios 908-B85-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,8,512,SSD SATA,0,2482.37,4.3,11.34,17,blanc,Windows 11 Famille,Wi‑Fi 6E,7,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
74,Portable de gaming,Milieu de gamme,ASUS,ROG G15 326-E15-SE,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,24,2000,SSD NVMe,15.6,1420.89,4.6,2.26,14,blanc,Windows 11 Pro,Wi‑Fi 6E,6,2025,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
75,Portable de gaming,Haut de gamme,Gigabyte,AERO 175-A51-Max,Intel Core i5-13400F,NVIDIA GeForce RTX 4070,24,4000,SSD NVMe,17.3,2367.43,4.8,2.86,34,bleu,Windows 11 Pro,Wi‑Fi 7,5,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4070, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
76,Portable de gaming,Milieu de gamme,Razer,Blade 18 201-A93-Max,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,16,2000,SSD NVMe,15.6,1640.31,4.8,2.17,34,blanc,Windows 11 Pro,Wi‑Fi 6E,4,2025,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
77,Portable de gaming,Extrême,Dell,XPS Gaming 781-C57-Pro,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4090,8,256,SSD SATA,15.6,3322.77,5,2.49,16,argent,Windows 11 Pro,Wi‑Fi 7,5,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
78,Ordinateur de bureau,Haut de gamme,Razer,Blade 18 786-A62-Pro,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,32,256,HDD,0,2640.69,4.3,12.14,41,noir,Windows 11 Pro,Wi‑Fi 7,8,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
79,Portable de gaming,Haut de gamme,Acer,Predator Orion 329-A54-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,24,4000,SSD NVMe,16,1997.36,5,2.83,25,bleu,Windows 11 Famille,Wi‑Fi 7,5,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
80,Ordinateur de bureau,Haut de gamme,MSI,Vector 819-C53-Pro,Intel Core i7-13700F,AMD Radeon RX 7900 XT,16,4000,SSD NVMe,0,2762.86,4.6,12.55,23,noir,Windows 11 Famille,Wi‑Fi 7,7,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
81,Ordinateur de bureau,Extrême,Alienware,x16 449-B57-Max,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,48,4000,SSD NVMe,0,3399.04,4,10.79,56,bleu,Windows 11 Famille,Wi‑Fi 6,9,2025,PC de jeu puissant avec processeur Intel Core i9-13900KF et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
82,Ordinateur de bureau,Extrême,HP,Victus 597-E66-Max,Intel Core i7-13700F,AMD Radeon RX 7900 XT,48,256,SSD NVMe,0,2850.55,5,7.48,36,bleu,Windows 11 Pro,Wi‑Fi 7,6,2024,PC de jeu puissant avec processeur Intel Core i7-13700F et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
83,Ordinateur de bureau,Haut de gamme,Lenovo,Legion 156-A36-SE,Intel Core i7-13700F,AMD Radeon RX 7900 XT,16,1000,SSD NVMe,0,2324.2,4.4,12.37,11,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,9,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
84,Portable de gaming,Extrême,Alienware,Aurora R16 612-E95-X,Intel Core i5-13400F,NVIDIA GeForce RTX 4090,64,256,SSD NVMe,16,4552.86,4.9,2.53,22,bleu,Windows 11 Pro,Wi‑Fi 6E,4,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
85,Ordinateur de bureau,Extrême,Alienware,x16 514-A51,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,64,1000,SSD NVMe,0,4747.21,4.6,8.02,16,blanc,Windows 11 Famille,Wi‑Fi 7,7,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
86,Ordinateur de bureau,Milieu de gamme,ASUS,ROG G15 863-C38-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,48,256,SSD NVMe,0,1869.23,4.5,8.03,17,gris,Windows 11 Pro,Wi‑Fi 7,8,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
87,Portable de gaming,Milieu de gamme,Lenovo,Legion Pro 362-B32-X,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4060,16,2000,SSD NVMe,17.3,1518.17,3.7,2.31,3,noir/rouge,Windows 11 Pro,Wi‑Fi 7,5,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
88,Portable de gaming,Extrême,Dell,Inspiron Gaming 254-D18-Pro,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,24,4000,SSD NVMe,17.3,3123.89,4.6,2.21,47,blanc,Windows 11 Pro,Wi‑Fi 6,4,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
89,Ordinateur de bureau,Haut de gamme,HP,OMEN 729-E74,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,64,256,SSD NVMe,0,2227.81,4.4,13.07,9,gris,Windows 11 Famille,Wi‑Fi 7,8,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
90,Portable de gaming,Milieu de gamme,Acer,Predator Helios 205-C20-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,16,2000,HDD,17.3,1464.82,4.6,2.49,12,gris,Windows 11 Famille,Wi‑Fi 6E,4,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 2000 Go HDD, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
91,Ordinateur de bureau,Haut de gamme,Alienware,x16 153-C18-SE,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,32,1000,SSD NVMe,0,2008.8,4.3,12.06,31,gris,Windows 11 Famille,Wi‑Fi 6,11,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
92,Ordinateur de bureau,Milieu de gamme,Dell,XPS Gaming 232-E20-Max,AMD Ryzen 5 7600,AMD Radeon RX 7700 XT,24,512,SSD NVMe,0,1770.52,4.5,12.57,25,noir/rouge,Windows 11 Famille,Wi‑Fi 7,7,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
93,Ordinateur de bureau,Milieu de gamme,Dell,G15 416-B37-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,16,512,SSD NVMe,0,1690.55,4.4,10.79,32,bleu,Windows 11 Famille,Wi‑Fi 7,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
94,Ordinateur de bureau,Extrême,MSI,Raider 234-E58-SE,Intel Core i7-13700F,AMD Radeon RX 7900 XT,64,4000,SSD SATA,0,3744.45,5,14.85,13,noir,Windows 11 Pro,Wi‑Fi 6E,10,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
95,Portable de gaming,Haut de gamme,Gigabyte,AERO 870-D39-Pro,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,32,512,SSD NVMe,17.3,2665.5,5,2.85,12,gris,Windows 11 Pro,Wi‑Fi 6E,5,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
96,Portable de gaming,Milieu de gamme,Alienware,m16 920-E27-X,Intel Core i5-13400F,AMD Radeon RX 7700 XT,32,1000,SSD NVMe,15.6,1877.27,3.3,2.16,17,gris,Windows 11 Famille,Wi‑Fi 6,4,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i5-13400F, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
97,Portable de gaming,Haut de gamme,Gigabyte,AERO 950-D21-X,Intel Core i7-13700F,AMD Radeon RX 7900 XT,32,1000,HDD,16,2529.18,4.6,2.2,53,argent,Windows 11 Pro,Wi‑Fi 6E,5,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
98,Ordinateur de bureau,Haut de gamme,Lenovo,Legion Pro 201-C28-Pro,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,32,512,SSD SATA,0,2649.55,4,13.35,32,noir,Windows 11 Famille,Wi‑Fi 6,7,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
99,Portable de gaming,Haut de gamme,Acer,Predator Orion 640-D24-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,8,256,SSD NVMe,17.3,2404.23,5,1.97,17,noir,Windows 11 Pro,Wi‑Fi 6,7,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
100,Ordinateur de bureau,Milieu de gamme,Razer,Blade 15 688-B28-SE,Intel Core i5-13400F,AMD Radeon RX 7600,24,512,SSD NVMe,0,1326.15,4.3,5.36,43,bleu,Windows 11 Famille,Wi‑Fi 6E,11,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
101,Portable de gaming,Milieu de gamme,Razer,Blade 18 667-A59-SE,Intel Core i5-13400F,AMD Radeon RX 7700 XT,32,1000,SSD NVMe,15.6,1797.55,4.4,1.86,25,gris,Windows 11 Famille,Wi‑Fi 6,4,2025,PC de jeu puissant avec processeur Intel Core i5-13400F et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
102,Portable de gaming,Extrême,Dell,G15 460-E53,Intel Core i7-13700F,AMD Radeon RX 7900 XT,64,2000,HDD,16,3449.34,3.9,2.32,22,noir,Windows 11 Famille,Wi‑Fi 7,5,2024,PC de jeu puissant avec processeur Intel Core i7-13700F et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
103,Ordinateur de bureau,Haut de gamme,HP,OMEN 910-B15,Intel Core i9-13900KF,AMD Radeon RX 7600,32,4000,SSD NVMe,0,1975.44,4.8,10.86,8,gris,Windows 11 Famille,Wi‑Fi 6E,9,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
104,Portable de gaming,Extrême,HP,OMEN 547-D66-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,16,2000,SSD NVMe,16,2855.17,4.6,1.89,13,noir,Windows 11 Pro,Wi‑Fi 7,6,2024,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
105,Ordinateur de bureau,Milieu de gamme,Alienware,Aurora R16 658-C51-X,Intel Core i9-13900KF,AMD Radeon RX 7700 XT,24,1000,SSD NVMe,0,1818.67,5,15.15,26,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,8,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7700 XT, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
106,Portable de gaming,Haut de gamme,MSI,Raider 545-C91-SE,Intel Core i5-13400F,NVIDIA GeForce RTX 4060,64,2000,SSD NVMe,17.3,2460.07,4.3,3.32,39,argent,Windows 11 Famille,Wi‑Fi 7,7,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 2000 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
107,Ordinateur de bureau,Haut de gamme,MSI,Vector 341-C56,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,48,512,SSD NVMe,0,2077.49,3.9,12.44,35,blanc,Windows 11 Pro,Wi‑Fi 6,11,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
108,Portable de gaming,Milieu de gamme,Razer,Blade 16 421-C41-Max,Intel Core i5-13400F,AMD Radeon RX 7700 XT,16,2000,SSD NVMe,17.3,1573.7,3.8,2.92,0,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,2,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
109,Portable de gaming,Extrême,HP,Pavilion Gaming 304-A27-Max,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,64,2000,HDD,17.3,2924.9,5,2.39,26,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,5,2025,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
110,Portable de gaming,Entrée de gamme,Razer,Blade 18 407-B99-Pro,Intel Core i9-13900KF,AMD Radeon RX 7600,16,256,HDD,15.6,1038.87,3.5,3.15,24,noir,Windows 11 Pro,Wi‑Fi 6E,3,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
111,Ordinateur de bureau,Haut de gamme,Dell,XPS Gaming 232-E21-SE,AMD Ryzen 5 7600,AMD Radeon RX 7700 XT,64,2000,SSD NVMe,0,2780.26,3.4,11.65,23,argent,Windows 11 Famille,Wi‑Fi 6E,8,2025,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
112,Portable de gaming,Haut de gamme,Gigabyte,G5 452-B80-SE,Intel Core i7-13700F,AMD Radeon RX 7900 XT,16,2000,SSD NVMe,15.6,2534.26,4.6,1.98,10,gris,Windows 11 Famille,Wi‑Fi 6,5,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
113,Ordinateur de bureau,Haut de gamme,Lenovo,Legion 390-A42-SE,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4080,16,1000,SSD NVMe,0,2618.22,4.4,8.96,39,bleu,Windows 11 Famille,Wi‑Fi 7,6,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4080; parfait pour l'esport.,Canada,CAD,2025-10-06
114,Ordinateur de bureau,Extrême,Dell,Inspiron Gaming 945-A20,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,48,1000,SSD NVMe,0,3109.77,4.1,7.54,13,bleu,Windows 11 Pro,Wi‑Fi 7,9,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
115,Ordinateur de bureau,Haut de gamme,Razer,Blade 16 594-B97-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,64,256,SSD NVMe,0,2239.11,4.1,10.18,7,argent,Windows 11 Pro,Wi‑Fi 6E,6,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
116,Ordinateur de bureau,Milieu de gamme,Dell,Inspiron Gaming 851-C61-Pro,Intel Core i9-13900KF,AMD Radeon RX 7600,48,256,SSD NVMe,0,1830.56,4.1,16.39,28,blanc,Windows 11 Pro,Wi‑Fi 6,8,2023,PC de jeu puissant avec processeur Intel Core i9-13900KF et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
117,Ordinateur de bureau,Extrême,MSI,Raider 984-E63-Max,Intel Core i7-13700F,AMD Radeon RX 7900 XT,24,4000,SSD SATA,0,2949.91,4.7,10.16,36,blanc,Windows 11 Famille,Wi‑Fi 7,8,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 4000 Go SSD SATA, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
118,Portable de gaming,Haut de gamme,HP,Victus 192-D74,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,48,1000,SSD NVMe,16,2348.55,4.3,2.29,0,gris,Windows 11 Pro,Wi‑Fi 7,4,2023,PC de jeu puissant avec processeur Intel Core i7-13700F et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
119,Ordinateur de bureau,Haut de gamme,Alienware,m16 844-C61-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,48,4000,SSD NVMe,0,2511.68,5,5.95,21,blanc,Windows 11 Famille,Wi‑Fi 7,11,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
120,Ordinateur de bureau,Milieu de gamme,HP,Pavilion Gaming 221-B22-SE,Intel Core i9-13900KF,AMD Radeon RX 7600,24,512,SSD NVMe,0,1398.55,5,12.23,41,noir,Windows 11 Famille,Wi‑Fi 6,9,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
121,Ordinateur de bureau,Extrême,Gigabyte,AERO 252-E75-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4080,16,2000,HDD,0,2913.55,3.6,10.12,28,bleu,Windows 11 Pro,Wi‑Fi 6E,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
122,Ordinateur de bureau,Haut de gamme,Razer,Blade 16 406-D12-SE,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4060,32,4000,SSD NVMe,0,2269.42,4.1,8.23,8,bleu,Windows 11 Famille,Wi‑Fi 6E,5,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
123,Portable de gaming,Milieu de gamme,Lenovo,LOQ 697-D31,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,32,512,SSD SATA,15.6,1351.1,4.4,3.17,47,argent,Windows 11 Famille,Wi‑Fi 6,6,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
124,Portable de gaming,Extrême,Alienware,m16 807-B62-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,64,256,SSD SATA,17.3,4392.25,5,2.53,33,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,3,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 256 Go SSD SATA, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
125,Ordinateur de bureau,Haut de gamme,Dell,G15 645-C79-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7700 XT,64,1000,SSD NVMe,0,2500.46,4,7.39,4,gris,Windows 11 Famille,Wi‑Fi 7,8,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
126,Portable de gaming,Extrême,HP,Victus 806-D50-X,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,64,1000,SSD NVMe,17.3,3309.44,3.7,2.87,33,blanc,Windows 11 Pro,Wi‑Fi 6E,7,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
127,Ordinateur de bureau,Haut de gamme,MSI,Raider 454-D93,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,16,4000,SSD NVMe,0,2273.65,4.1,8.55,12,argent,Windows 11 Pro,Wi‑Fi 6,7,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
128,Portable de gaming,Milieu de gamme,Lenovo,Legion Pro 785-E38,Intel Core i5-13400F,NVIDIA GeForce RTX 4060,32,1000,SSD SATA,15.6,1670.47,4.5,2.52,24,noir,Windows 11 Famille,Wi‑Fi 7,4,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 1000 Go SSD SATA, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
129,Ordinateur de bureau,Haut de gamme,Gigabyte,G5 874-C51-X,Intel Core i5-13400F,AMD Radeon RX 7900 XT,8,4000,SSD NVMe,0,2753.4,4.1,9.78,36,argent,Windows 11 Famille,Wi‑Fi 6E,6,2023,PC de jeu puissant avec processeur Intel Core i5-13400F et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
130,Ordinateur de bureau,Entrée de gamme,Alienware,x16 866-C14-X,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,8,1000,SSD NVMe,0,1259.75,4.4,12,36,argent,Windows 11 Pro,Wi‑Fi 7,6,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
131,Ordinateur de bureau,Haut de gamme,Lenovo,Legion Pro 266-D92-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,64,1000,SSD SATA,0,2384.95,4.1,5.49,33,argent,Windows 11 Famille,Wi‑Fi 7,9,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 1000 Go SSD SATA, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
132,Ordinateur de bureau,Extrême,Alienware,Aurora R16 188-D95-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,24,512,SSD NVMe,0,3770.3,3.6,8.21,25,gris,Windows 11 Pro,Wi‑Fi 6E,4,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
133,Portable de gaming,Extrême,MSI,Raider 809-B17-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,16,2000,SSD NVMe,17.3,2820.41,4.7,2.6,0,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,3,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
134,Portable de gaming,Extrême,Lenovo,Legion Pro 589-B68-X,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4080,32,4000,HDD,17.3,3447.65,4.1,2.47,25,argent,Windows 11 Famille,Wi‑Fi 7,3,2025,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
135,Portable de gaming,Haut de gamme,Razer,Blade 16 820-C19-SE,Intel Core i5-13400F,NVIDIA GeForce RTX 4060,48,4000,SSD NVMe,17.3,2320.92,4.9,2.16,16,bleu,Windows 11 Pro,Wi‑Fi 6E,4,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
136,Ordinateur de bureau,Extrême,Gigabyte,AORUS 556-A68-SE,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4090,48,256,SSD NVMe,0,4276.97,4.7,13.01,46,noir/rouge,Windows 11 Pro,Wi‑Fi 6,6,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
137,Ordinateur de bureau,Entrée de gamme,MSI,Vector 174-A64-SE,Intel Core i5-13400F,AMD Radeon RX 7600,8,256,HDD,0,1031.82,4.7,3.09,21,blanc,Windows 11 Pro,Wi‑Fi 6,6,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 256 Go HDD, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
138,Ordinateur de bureau,Extrême,Dell,XPS Gaming 990-D58-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,48,512,SSD NVMe,0,2942.25,4.4,11.61,22,bleu,Windows 11 Famille,Wi‑Fi 6E,7,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
139,Portable de gaming,Milieu de gamme,Lenovo,Legion Pro 405-D96,AMD Ryzen 5 7600,AMD Radeon RX 7600,32,512,SSD NVMe,16,1378.9,4.6,2.97,18,noir/rouge,Windows 11 Famille,Wi‑Fi 6,5,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
